date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,lineray1,linefox,linedok,linetalis,linemassey,linepugh,linedonc,linemds,linedoi,linelogic
3/18/16,LA Lakers,90,Phoenix,95,4,2.55,1.34,2.76,0.91,3,1.52,5,0.55,4.5,8,5.08,0.03,2.09,1.23,6.2,,-0.04,1
3/22/16,LA Lakers,107,Memphis,100,-2.5,-3.9,-4.31,-3.99,-4.1,-3,-4.82,-2.5,-5.46,0.5,-1,-0.94,-4.49,-5.22,-4.31,-1.2,,-5.23,-7
3/25/16,LA Lakers,105,Denver,116,-3,-2.65,-2.52,-3.05,-2.41,-1.5,-3.91,-1.7,-2.22,-0.25,-1,-1.54,-3.77,-3.32,-2.39,-3,,-1.2,-5
3/27/16,LA Lakers,88,Washington,101,-8.5,-4.86,-4.85,-5.64,-4.52,-6.5,-5.1,-3.3,-4.96,-1.75,-5,-6.07,-4.57,-4.91,-3.67,-5,,-4.46,-6
3/30/16,LA Lakers,102,Miami,100,-11.5,-14.91,-7.52,-8.84,-7.16,-10,-8.64,-7.5,-7.35,-2.5,-13,-10.35,-7.44,,-6.38,-6.6,,-5.86,-9
4/3/16,LA Lakers,100,Boston,107,-9.5,-7.96,-7.85,-6.42,-8.5,-9,-7.48,-6.9,-7.98,-2.5,-9,-7.14,-8.96,-8.48,-7.87,-6.9,,-7.02,-11
4/6/16,LA Lakers,81,LA Clippers,91,-9.5,-9.97,-9.84,-9.28,-10.11,-11.5,-8.65,-9,-9.9,-4,-15,,-9.47,-10.16,-9,-9.7,,-8.53,-11
4/13/16,LA Lakers,101,Utah,96,-5,-7.85,-7.63,-7.46,-7.93,-8,-6.11,-7.4,-7,-1.5,-15,-8.9,-7.92,-7.76,-6.8,-6.7,,-4.26,-9
10/28/15,Memphis,76,Cleveland,106,5.5,0.57,1,0.88,1.03,4,-3.27,0.1,1.08,,-4,1.36,0.79,,3.57,0,2.74,2.16,
10/31/15,Memphis,101,Brooklyn,91,12.5,10.33,10.81,11.23,10.5,12,8.23,12.4,11.64,,11,9.59,9.31,,9.47,7.4,11.25,11.49,
11/11/15,Memphis,84,Golden State,100,-7.5,-8.56,-9.65,-6.64,-10.4,-5,-15.92,-3.6,-7.83,,-14,-8.16,-4.32,,-12.2,-3.6,-6.42,-8.57,
11/13/15,Memphis,101,Portland,100,6.5,2.51,3.25,5.91,2.62,5.5,-0.27,8.3,4.66,,3,4.27,3.11,,-7.43,6,-2.55,1.77,
11/16/15,Memphis,122,Oklahoma City,114,2.5,-3.21,-4.69,-0.7,-5.71,1,-6.64,0.7,-2.08,1.5,-1,0.33,1.24,,-9.65,-3.2,-4.16,-6.2,
11/20/15,Memphis,96,Houston,84,4,4.17,2.21,3.95,1.85,4.5,3.88,6.3,2.94,1,7,4.42,3.81,,7.56,3.3,,2.84,
11/24/15,Memphis,110,Dallas,96,2.5,3.34,1.8,3.41,1.42,3,0.2,4.7,3.46,3,3,4.18,5.64,,1.23,5.2,,5.81,
11/27/15,Memphis,101,Atlanta,116,3,2.63,1.01,3.92,0.42,3,1.82,5.3,2.23,2.25,5,1.62,3.36,,1.02,3.3,,2.52,
11/29/15,Memphis,92,Philadelphia,84,12,12.66,11.99,15.18,11.37,11,9.4,14,14.55,10.25,14,11.88,11.78,,12.87,11.8,,13.13,
12/3/15,Memphis,83,San Antonio,103,-2.5,-3.74,-4.35,-1.77,-4.95,-2,-4.71,-1.1,-2.57,-0.25,-5,-3.77,-3.75,,-4.79,-3.1,-4.46,-4.31,
12/6/15,Memphis,95,Phoenix,93,5.5,3.36,2.83,5.82,2.15,5,-0.11,6.7,5.04,2,3,3.09,5.18,,2.69,3.9,1.56,1.83,
12/8/15,Memphis,88,Oklahoma City,125,-2,-1.52,-2.47,0.15,-3.1,-2.5,-2.77,0.7,-0.61,-2,-1,-3.57,-0.12,,-2.49,-0.5,-3.69,-0.27,
12/11/15,Memphis,99,Charlotte,123,3,0.46,0.46,0.12,-0.75,3.5,-3.19,5.4,1.98,-1,-2,1.01,2.67,,-3.06,3.5,-2.57,2.42,
12/14/15,Memphis,112,Washington,95,4,3.5,2.37,2.13,1.77,6,2.86,4.5,3.19,4,2,4.73,4.27,,3.66,5.4,2.92,5.67,
12/19/15,Memphis,96,Indiana,84,1.5,-2.09,-1.86,-2.06,-3.22,1,-4.99,0,-0.37,-5,-5,-1.67,-1.06,,-4.46,-0.3,,-0.13,
12/27/15,Memphis,112,LA Lakers,96,10,10.98,9.69,8.91,9.49,11.5,9.29,10.7,10.85,8,14,11.98,12.25,,12.37,9.7,,12.53,
12/29/15,Memphis,99,Miami,90,4.5,1.67,0.62,1.07,-0.24,5,-1.49,4.4,1.03,0.5,3,3.7,3.42,,-0.59,2.5,,2.58,
1/8/16,Memphis,91,Denver,84,6,6.96,6.9,7.83,5.5,5.5,3.85,8.4,7.41,6.5,5,8.19,5.61,,6.35,9.1,6.92,9.41,
1/10/16,Memphis,101,Boston,98,-3,0.05,0.85,2.94,-1.43,1.5,-1.75,3.8,0.91,-3.5,1,-1.73,0.14,,-1.27,1.3,-5.4,1.25,
1/12/16,Memphis,91,Houston,107,1.5,2.15,2.41,1.07,1.61,1,2.09,4.1,2.57,-1.5,2,0.05,2.59,,3.71,3.3,2.2,0.24,
1/14/16,Memphis,103,Detroit,101,0,0.58,1.74,1.02,0.15,1,-1.7,2.6,2.07,-1.5,-3,0.6,-0.01,,-0.01,2.3,,1.14,
1/16/16,Memphis,103,New York,95,5,3.24,4.14,2.26,2.73,3.5,1.22,4.4,4.44,0.25,1,3.38,6.62,,2.8,5,1.06,3.12,
1/18/16,Memphis,101,New Orleans,99,4,4.15,4.67,4.16,3.4,4,3.39,4.1,4.94,2,2,3.7,4.58,,5.55,5.2,0.59,7.64,
1/25/16,Memphis,108,Orlando,102,5.5,4.18,4.35,8.39,2.99,6.5,1.51,7.8,4.43,6,6,3.85,4.16,3.45,3.66,5.4,,2.52,0
1/28/16,Memphis,103,Milwaukee,83,4.5,4.55,4.04,2.82,4.37,5.5,4.6,4.1,4.92,0.5,1,4.97,6.95,4.91,6.19,5.1,,5.67,4
1/30/16,Memphis,121,Sacramento,117,4,3.23,3.74,4.82,3.01,3,1.6,5.4,4.76,0.01,2,2.02,,3.66,2.92,3.3,,3.76,1
2/6/16,Memphis,110,Dallas,114,5.5,3.89,3.97,7.72,2.75,5.5,3.09,6,3.58,1.75,8,4.25,4.86,3.58,3.62,2.9,0.65,2.33,1
2/8/16,Memphis,106,Portland,112,2.5,2.86,3.25,3.32,2.83,4,1.26,4.6,4.66,-2.5,1,2.13,3.45,3.38,3.03,4.5,1.78,2.73,1
2/19/16,Memphis,109,Minnesota,104,4.5,6.32,6.8,8.55,5.85,5,5.34,8.7,7.75,5.5,6,3.71,7.05,6.89,6.68,7.8,,5.37,2
2/24/16,Memphis,128,LA Lakers,119,8.5,10.19,10.41,11.77,9.67,8,9.58,11,11.07,5.5,8,9.96,10.39,10.7,11.62,10.3,,10.19,8
3/2/16,Memphis,104,Sacramento,98,3.5,4.61,4.85,6.44,4.05,5.5,3.29,6.9,5.46,2.5,6,2.89,3.97,4.81,,4.8,,4.47,2
3/4/16,Memphis,94,Utah,88,-1.5,2.34,2.41,4.53,1.36,1,1,5.2,3.1,1,2,0.7,1.78,3.19,,2.3,,2.79,0
3/6/16,Memphis,100,Phoenix,109,9.5,9.76,8.67,10.97,7.77,13.5,8.55,12.5,8.83,7,14,11.99,7.47,10.2,,10,,7.9,8
3/11/16,Memphis,121,New Orleans,114,-3,4.61,4.51,5.36,4,1.5,3.58,6.4,5.1,1.5,4,3,4.76,5.62,,5,,5.6,3
3/16/16,Memphis,108,Minnesota,114,-3.5,5.42,6.07,6.33,5.52,-1,4.85,6.8,7.48,5.5,3,1.83,6.02,6.43,6.77,6.5,,6.3,2
3/19/16,Memphis,113,LA Clippers,102,-10,-3.72,-2.91,-3.74,-3,-10,-4.29,-2.1,-1.71,-1.5,-8,-10.93,-1.99,-2.69,-2.04,-3,,-0.74,-5
3/28/16,Memphis,87,San Antonio,101,-6,-8.09,-7.97,-7.11,-8.95,-7,-9.69,-6.2,-7.27,-7.5,-9,-6.11,-8.65,-7.94,-8.61,-8,,-5.72,-12
3/30/16,Memphis,105,Denver,109,2.5,-3.67,4.16,3.06,4.16,-1,2.23,4.8,5.55,2.25,3,3.55,3.29,,4.52,2.9,,5.12,1
4/1/16,Memphis,95,Toronto,99,-5,-3.35,-2.76,-4.42,-2.53,-6.5,-3.06,-1.1,-1.58,-1.75,-7,-5.62,-2.53,-2.8,-1.9,-3.5,,-2.11,-6
4/5/16,Memphis,108,Chicago,92,-3,1.99,1.93,0.97,2.02,-1,1.27,4,2.64,4,2,-0.24,3.09,3.05,3.65,1.1,,1.36,1
4/9/16,Memphis,99,Golden State,100,-12.5,-8.4,-8.21,-8.38,-8.54,-11.5,-7.59,-5.6,-7.81,-4,-10,-11.25,-8.13,-8.37,-7.63,,,-7.73,-10
4/22/16,Memphis,87,San Antonio,96,-12,-9.31,-8.49,-8.21,-9.41,-11,,-7.5,-7.9,-7.5,-12,-12.74,,-9.37,-9.29,-7.5,,-8.29,-11
4/24/16,Memphis,95,San Antonio,116,-13.5,-9.38,-8.22,-8.6,-9.01,-13,,-7.7,-8.27,-7.5,-12,-12.89,,-9.86,-9.19,-7.5,,-8.31,-11
10/28/15,Miami,104,Charlotte,94,6.5,5.54,7.27,7.25,7.29,7,3.22,12.8,7.27,,4,3.6,1.86,,4.87,2.6,3.26,6.69,
11/1/15,Miami,109,Houston,89,4,0.06,0.82,-0.35,0.97,1.5,-2.54,3.7,1.78,,-5,-1.3,-2.4,,15.7,-1.9,-6.69,-1.97,
11/3/15,Miami,92,Atlanta,98,4,0.96,2.25,1.2,3.28,3,1.06,5.5,1.18,,0.01,1.82,-1.58,,2.76,1.6,-6.92,0.32,
11/8/15,Miami,96,Toronto,76,2.5,0.53,0.61,0.44,0.78,2,-0.87,3.8,0.43,,-1,0.68,1.51,,1.59,-0.4,-3.16,2.43,
11/10/15,Miami,101,LA Lakers,88,11,12.31,11.75,10.94,11.93,10.5,12.94,11,12.05,,14,13.44,9.97,,19.91,10.1,,9.74,
11/12/15,Miami,92,Utah,91,5,2.57,3.5,3.7,3.44,4.5,-0.02,6.9,4.04,,-2,1.82,-0.62,,2.11,1.5,3.88,5.13,
11/17/15,Miami,91,Minnesota,103,9,8.66,8.58,8.43,8.63,9.5,6.79,10.3,8.11,4.75,9,9.27,8.77,,9.78,8.5,,7.76,
11/19/15,Miami,116,Sacramento,109,9.5,7.87,7.39,6.29,7.63,8,6.36,10.6,7.09,5.75,3,8.57,5.58,,12.18,9.4,10.67,7.49,
11/21/15,Miami,96,Philadelphia,91,13,14.88,15.14,15.41,15.14,14,14.32,15.2,15.22,11.75,15,15.14,9.38,,19.95,12,15.88,15.67,
11/23/15,Miami,95,New York,78,5,5.82,5.43,4.8,5.55,5.5,4.95,6.5,5.74,6,1,6.69,7.98,,7.07,7,,7.17,
11/30/15,Miami,95,Boston,105,3,3.06,2.88,4.27,2.54,3.5,3.04,5.9,3.56,0.01,-1,4.3,-0.46,,3.43,3.1,5.57,2.59,
12/3/15,Miami,97,Oklahoma City,95,-3.5,-0.83,-0.71,-0.62,-0.78,-2.5,0,0.6,-0.18,5,-4,-1.72,-2.27,,1.79,0.6,-0.76,-2.8,
12/5/15,Miami,99,Cleveland,84,1.5,0.17,0.52,0.91,0.45,0,2.53,0.6,-0.15,1.25,-1,-1.02,-3.15,,2.69,-1.3,2.04,-0.94,
12/7/15,Miami,103,Washington,114,9.5,6.89,6.76,6.02,6.97,7.5,9,7.7,5.73,6.5,5,7.7,3.81,,10.94,5.9,,7.12,
12/13/15,Miami,100,Memphis,97,2.5,3.67,3.31,2.14,5.15,4,5.39,4.7,2.72,5.5,3,2.34,1.26,,7.9,2.3,5.38,2.17,
12/18/15,Miami,94,Toronto,108,4.5,1.24,1.39,2.15,0.83,3,0.67,2.8,1.17,2,-1,1.24,1.19,,2.09,-0.4,1.29,2.71,
12/20/15,Miami,116,Portland,109,5,4.32,5.41,4.79,5.22,5,4.31,4.9,6.26,4,0.01,3.92,1.13,,6.1,4.8,,4.95,
12/22/15,Miami,92,Detroit,93,3,2.2,2.73,1.7,3.02,3.5,2.14,4.1,3.47,4.5,0.01,1.43,0.59,,3.89,2.5,0.94,2.07,
12/25/15,Miami,94,New Orleans,88,4.5,4.7,4.59,3.19,5.22,5.5,6.41,4.2,5.4,5.5,2,3.63,3.45,,8.64,6.4,,3.22,
12/28/15,Miami,105,Brooklyn,111,8.5,9.51,10.3,11.07,9.42,9,8.23,10.3,10.46,4,9,8.57,7.13,,11.3,8.5,,9.88,
1/1/16,Miami,106,Dallas,82,2.5,1.96,1.27,-1.33,2.45,3,2.23,2,2.5,4.5,0.01,0.83,3.09,,3.62,2.9,,3.93,
1/4/16,Miami,103,Indiana,100,2.5,1.34,2.19,3.85,0.96,2,0.35,2.7,1.78,1,1,0.97,-0.39,,1.07,1,,0.6,
1/6/16,Miami,90,New York,98,8,6.65,6.26,6.12,6.36,7.5,5.75,6.9,6.52,6,8,5.93,7.67,,7.79,6.5,,6.05,
1/19/16,Miami,79,Milwaukee,91,4.5,5.69,5.69,2.09,6.33,5.5,6.8,5.1,5.58,6,3,5.58,5.97,5.7,8.96,6.3,,6.86,
1/31/16,Miami,105,Atlanta,87,-2,0.82,1.41,3.16,0.73,1,0.28,1.8,1.25,2,1,-2.94,0.55,0.73,1.35,-0.4,2.73,0.71,0
2/7/16,Miami,93,LA Clippers,100,-1,-1.59,-1.02,-0.59,-1.25,0,-2.62,0.1,-0.86,1.5,-3,-4.51,-0.93,-1.33,-0.39,-2,-3.55,0.15,-2
2/20/16,Miami,114,Washington,94,1.5,3.28,3.67,3.32,3.78,1.5,2.85,5.5,3.75,3.75,3,1.48,3.37,2.75,5.07,1.5,,3.86,2
2/22/16,Miami,101,Indiana,93,2.5,1.22,1.67,3.8,0.79,1,-0.07,3.2,1.73,3,2,-0.93,-0.07,0.73,1.4,2.7,,1.1,-1
2/24/16,Miami,112,Golden State,118,-8.5,-7.11,-6.52,-4.62,-7.14,-8,-8.85,-4.8,-6.96,-1,-6,-10.96,-6.73,-8.03,-6.52,-7.3,,-6.13,-9
3/1/16,Miami,129,Chicago,111,5.5,4.35,4.04,6.57,3.33,6.5,3.7,6.7,3.26,7,9,2.34,4.32,4.03,,3.1,,3.12,3
3/3/16,Miami,108,Phoenix,92,13.5,11.32,9.97,13.41,9.14,14.5,9.85,14.5,9.31,10,19,11.22,8.24,11.21,,10.6,,9.65,11
3/6/16,Miami,103,Philadelphia,98,14,13.01,13.82,14.91,13.36,0,12.83,15.2,13.98,7.25,16,11.41,13.6,13.65,,12.5,,5.93,12
3/14/16,Miami,124,Denver,119,7.5,5.7,5.8,5,5.93,7,3.9,7.7,6.59,5.25,5,6.92,4.63,5.13,6.16,7.1,,5.94,4
3/17/16,Miami,106,Charlotte,109,4,2.34,2.51,2.89,2.23,3,0.48,5.2,2.94,4.5,2,2.93,0.59,2.62,2.26,2.5,,2.66,1
3/19/16,Miami,122,Cleveland,101,-3.5,-1.78,-1.89,-1.34,-2.07,-4,-2.69,0.3,-2.03,-0.25,-1,-1.85,-1.22,-2.54,-0.88,-1.5,,-3.25,-3
3/25/16,Miami,108,Orlando,97,10,7.78,7.47,11.58,6.33,7.5,6.54,10,6.74,7.75,12,8.56,5.9,7.21,7.35,7.2,,6.02,6
3/28/16,Miami,110,Brooklyn,99,9,9.94,10.01,10.35,9.94,10,8.66,11.2,10.57,7.75,9,11.43,9.87,10.46,10.67,10.2,,8.74,8
4/5/16,Miami,107,Detroit,89,4,3.92,3.77,4.18,3.55,3,1.25,6.6,3.98,4,5,5.42,2.59,4.18,3.74,4.8,,2.82,3
4/7/16,Miami,106,Chicago,98,6,6.52,5.75,8.75,4.94,5.5,3.64,9,4.81,7,10,7.55,5.74,6.59,6.44,7,,6.01,5
4/10/16,Miami,118,Orlando,96,10,5.75,5.69,6.07,5.45,8.5,2.42,7.9,6.02,7.75,5,7.37,5.08,6.58,6.11,7.8,,4.02,5
4/17/16,Miami,123,Charlotte,91,4.5,2.79,2.47,2.42,2.34,4.5,,3.7,2.96,4.5,1,4.25,,2.96,2.52,3.1,,4.81,1
4/20/16,Miami,115,Charlotte,103,4.5,4.3,3.52,5.23,2.98,5,,5.1,3.42,4.5,7,4.81,,6.05,2.52,3.1,,4.86,3
4/27/16,Miami,88,Charlotte,90,5.5,3.51,2.99,2.39,3.22,5,1.41,4.7,2.96,4.5,5,6,,6.72,3.29,3.1,,1.9,2
5/1/16,Miami,106,Charlotte,73,6.5,3.67,3.28,3.64,3.31,6.5,2.15,5.1,3.07,4.5,5,4.85,,5.67,3.31,3.2,,3.09,2
5/7/16,Miami,91,Toronto,95,5.5,2.84,1.96,4.62,1.68,4,0.46,6.4,1.15,1.25,7,4.57,,,1.59,1.4,,3.24,0
5/9/16,Miami,94,Toronto,87,4.5,2.47,1.54,2.8,1.6,6,0.1,5.2,1,1.25,5,4.95,,,1.98,3.1,,3.31,-1
5/13/16,Miami,103,Toronto,91,4,2.07,1.55,2.58,1.65,4,-0.08,5,1.05,1.25,3,1.67,,,2.01,3.1,,3.34,0
10/28/15,Milwaukee,97,New York,122,6,9.83,8.32,8.28,8.34,5,10.6,9.2,8.31,,10,8.7,11.5,,8.98,7.9,13.34,14.38,
10/30/15,Milwaukee,113,Washington,118,-1,-0.14,0.59,1.39,0.52,-1,-1.31,2.5,-0.34,,-5,-2.95,0.8,,0.18,1.4,1.47,-1.12,
11/4/15,Milwaukee,91,Philadelphia,87,8.5,9.45,9.75,10.47,8.99,11,7.59,11.7,9.56,,7,7.72,7.25,,8.84,8.5,12.82,12.69,
11/7/15,Milwaukee,94,Brooklyn,86,6.5,6.21,8.27,9.22,7.26,7.5,3.16,9.8,8.92,,7,4.92,3.83,,3.39,2.7,,6.02,
11/10/15,Milwaukee,83,Boston,99,-2,-2.01,-1.22,0.79,-2.23,1,-4.43,4.6,0.05,,-5,-5.23,-1.4,,-8.42,-1.4,,-0.17,
11/14/15,Milwaukee,108,Cleveland,105,-5,-7.46,-6.79,-6.96,-6.82,-4.5,-12.17,-4.6,-7.09,,-9,-7.63,-7.24,,-11.37,-4.8,,-5.1,
11/23/15,Milwaukee,109,Detroit,88,-3,-3.16,-2.14,0.12,-2.8,0,-9.28,2.2,-0.43,-2,-7,-3.62,-3.28,,-8.6,-2.6,,-0.55,
11/25/15,Milwaukee,118,Sacramento,129,4,1.56,1.51,3.35,0.93,4.5,,6.2,3.44,3.5,-3,0.11,2.01,,-3.31,2.8,,3.07,
11/30/15,Milwaukee,92,Denver,74,4,0.81,2.34,4.06,1.84,3,-3.45,5.9,3.38,1.75,-2,2.21,0.48,,-1.06,3,-8.06,1.92,
12/5/15,Milwaukee,106,New York,91,-2,-0.74,0.04,2.01,-0.52,1.5,-5.34,3.4,1.56,-0.5,1,-1.87,4.46,,-2.75,-0.4,-12,0.77,
12/7/15,Milwaukee,90,Portland,88,-1,-1.07,-0.04,1.4,-0.54,1.5,-4.61,1.8,1.76,-0.25,-3,-2.11,-3.9,,-3.58,-0.8,,0.79,
12/9/15,Milwaukee,95,LA Clippers,109,-5.5,-4.12,-3.33,-2.23,-4.84,-5,-6.87,-0.2,-3.23,-2.75,-5,-5.87,-6.67,,-5.43,-3.5,,-2.25,
12/12/15,Milwaukee,108,Golden State,95,-8,-14.07,-12.85,-12.8,-13.46,-10,-16.83,-10.4,-12.81,-10.25,-18,-13,-12.29,,-15.83,-9.9,-21.72,-13.06,
12/23/15,Milwaukee,113,Philadelphia,100,11,8.63,11.09,13.16,9.05,10,6.12,12,11.31,6,13,9.4,7.06,,9.07,8.4,-7.67,10.15,
12/26/15,Milwaukee,90,Toronto,111,-3,-3.33,-2.99,-1.2,-4.57,-2.5,-6.63,-0.3,-3.38,-3,-3,-3.45,-3.57,,-5.08,-3.6,,-2.23,
1/4/16,Milwaukee,98,San Antonio,123,-10,-10.83,-9.72,-7.95,-11.81,-10,-13.45,-7.4,-9.79,-4,-14,-10.4,-12.38,,-13.86,-8.8,,-10.37,
1/8/16,Milwaukee,96,Dallas,95,1,-1.33,-1.2,-1.01,-1.69,-1.5,-3.66,1,-1.04,2.5,0.01,-1.27,-1.84,,-1.88,-2.2,-1.08,-1.48,
1/12/16,Milwaukee,106,Chicago,101,-3,-3.07,-2.72,-0.54,-3.41,-4,-5.41,0.9,-2.6,-0.5,0.01,-4.13,-4.68,,-4.15,-3.4,-4.41,-5.37,
1/15/16,Milwaukee,108,Atlanta,101,-4.5,-2.83,-2.59,0.26,-3.22,-3.5,-4.24,0.6,-2.46,-1,-2,-5.31,-3.7,,-3.42,-3.1,,-4.73,
1/26/16,Milwaukee,107,Orlando,100,5.5,2.45,2.7,8.08,0.99,4.5,-1.37,7.5,1.92,8.5,8,1.68,-0.48,1.85,0.71,2.9,2.64,0.57,-1
1/29/16,Milwaukee,103,Miami,107,0,0.23,0.03,2.24,-0.85,1.5,-2.34,4,-0.32,5,3,-0.06,-0.66,1.13,-0.19,1.7,,-1.46,-3
2/11/16,Milwaukee,99,Washington,92,1,0.66,0.67,1.44,0.36,1.5,-0.71,4.2,0.56,2.75,3,0.21,-2.09,0.61,0.69,1.2,,0.09,-1
2/19/16,Milwaukee,95,Charlotte,98,-1.5,-1.32,-1.03,-0.55,-1.53,0,-3.88,2.5,-0.32,3.5,-1,-1.73,-5.15,-0.16,-2.31,-0.6,,-0.69,-2
2/22/16,Milwaukee,108,LA Lakers,101,9,7.52,7.73,9.16,7.04,8,5.84,9.7,7.88,7.5,7,6.48,5.99,8.3,7.8,9.8,,6.59,6
2/27/16,Milwaukee,91,Detroit,102,0,-0.38,0.14,2.82,-1.02,1.5,-2.6,2.9,0.2,3,1,-1.53,-3.04,0.52,-1.19,-0.9,,-0.58,-2
2/29/16,Milwaukee,128,Houston,121,-2.5,-0.81,-0.79,-1.5,-0.68,-1,-1.3,1.5,-0.42,3.5,-1,-2.43,-0.94,0.31,,-1.9,,-0.36,-1
3/2/16,Milwaukee,99,Indiana,104,-2.5,-1.15,-0.96,2.41,-2.35,-2,-3.21,2.2,-1.11,2,2,-1.56,-3.72,-0.95,,-1.9,,-1.74,-4
3/4/16,Milwaukee,116,Minnesota,101,5.5,3.96,4.18,5.51,3.46,4.5,2.32,6.5,4.73,7.5,5,2.93,3.23,4.53,,4.6,,3.47,1
3/6/16,Milwaukee,96,Oklahoma City,104,-8,-5.45,-5.01,-1.76,-6.54,-7,-6.81,-2.2,-5.35,1.5,-3,-8.35,-7.38,-4.5,,-5.2,,-6.78,-8
3/9/16,Milwaukee,114,Miami,108,-3.5,-1.72,-1.95,-3.48,-1.58,-3,-3.02,0.4,-1.38,2,-1,-2.46,-2.23,-0.75,,-1.8,,-1.08,-2
3/12/16,Milwaukee,103,New Orleans,92,6,2.68,2.1,3.38,1.57,3.5,0.94,4.3,2.09,3.5,4,3.15,1.34,3.64,,4.6,,1.76,2
3/15/16,Milwaukee,89,Toronto,107,-2,-3.02,-3,-1.15,-3.69,-3,-5.1,0.5,-3.34,0.25,0.01,-2.82,-4.69,-3.08,-3.67,-3.8,,-2.39,-6
3/17/16,Milwaukee,96,Memphis,86,10.5,1.78,1.18,2.98,0.79,10.5,-0.02,3.4,0.07,5,7,7.03,0.03,0.78,1.1,0.4,,0.15,0
3/20/16,Milwaukee,85,Utah,94,0,-0.81,-0.88,0.32,-1.59,1,-2.97,0.5,-0.32,3,-3,0.73,-1.84,0.48,-1.24,1.8,,-1.28,-2
3/26/16,Milwaukee,91,Charlotte,115,-3.5,-1.64,-1.31,-1.29,-1.53,-2,-3.62,0.5,-0.71,3.5,-1,-1.93,-3.54,-0.49,-2.01,-1.3,,-1.75,-3
3/30/16,Milwaukee,105,Phoenix,94,7.5,-0.89,5.73,5.97,5.62,7,5.16,8.3,5.83,9,9,10.03,4.97,,6.75,8.8,,4.41,5
4/1/16,Milwaukee,113,Orlando,110,2.5,1.44,1.23,0.75,1.21,2,-0.9,1.8,1.96,6.75,-2,4.27,0.84,2.32,1.8,6.8,,0.05,0
4/3/16,Milwaukee,98,Chicago,102,2.5,1.64,1.16,3.2,0.54,2.5,0.39,3.2,0.65,6,4,3.03,0.79,2.23,1.48,2.3,,-0.02,0
4/5/16,Milwaukee,80,Cleveland,109,-7.5,-5.8,-5.52,-4.6,-5.94,-6,-4.7,-4.6,-5.55,-1.25,-8,-7.48,-5.17,-5.42,-5.43,-5,,-6.72,-7
4/13/16,Milwaukee,92,Indiana,97,4.5,-2,-2.11,-2.14,-2.32,5,-1.52,-1,-1.49,2,-5,-1.16,-3.24,-1.59,-1.75,-0.8,,0.06,-4
11/2/15,Minnesota,101,Portland,106,4,-0.33,3.41,3.31,3.48,5.5,-7.26,4.2,4.9,,-4,-1.87,-6.71,,6.52,-3.8,-9.8,3.33,
11/5/15,Minnesota,84,Miami,96,-4,-2.82,-4.41,-4.13,-4.73,-3,-4.73,-2.4,-3.59,,-3,-4.3,-3.93,,2.59,-3.4,,2.21,
11/10/15,Minnesota,95,Charlotte,104,-2,0.31,0.56,1.12,0.1,-1,0.41,5.6,1.5,,-2,-1.13,-3.42,,-0.03,-3.8,,4.76,
11/12/15,Minnesota,116,Golden State,129,-8.5,-11.91,-11.2,-10.77,-11.34,-9,-17.06,-8.8,-10.24,,-20,-10.69,-13.81,,-6.89,-10.2,-10.43,-13.37,
11/15/15,Minnesota,106,Memphis,114,-4.5,-0.18,0.49,-1.89,1.09,-2,2.77,-0.4,-1.1,1.5,-1,-2.4,-6.59,,9.25,-6.2,,3.8,
11/20/15,Minnesota,86,Detroit,96,-2.5,-0.71,0,0.61,-0.12,-1,-0.47,2.4,-0.23,-3.5,-2,-3.18,-5.04,,2.54,-2.3,,-0.74,
11/23/15,Minnesota,100,Philadelphia,95,8,9.56,9.72,10.49,9.62,7.5,10.52,10,10.19,8.25,11,9.07,3.9,,14.99,9.2,,6.05,
11/25/15,Minnesota,99,Atlanta,95,-3.5,-2.09,-2.84,-2.84,-2.82,-2,4.07,-0.6,-3.05,0.25,-3,-4.88,-5.16,,2.67,-2.1,,-4.53,
12/1/15,Minnesota,93,Orlando,96,2,1.49,0.93,0.57,1,1,0.86,4.7,1.12,1.5,1,0.73,-0.26,,5.04,2.7,,-0.53,
12/5/15,Minnesota,103,Portland,109,2,2.06,2.21,2.06,2.22,1.5,2.31,2.4,2.61,3,1,1.05,-4.81,,5.23,1.9,6.55,2.02,
12/7/15,Minnesota,106,LA Clippers,110,1,-2.48,-2.51,-2.9,-2.43,-1,-1.16,-0.4,-2.78,2,-3,-4.45,-8.1,,1.68,-1.7,,-2.05,
12/9/15,Minnesota,123,LA Lakers,122,7.5,7.53,6.97,6.64,7.21,7,9.2,5.6,7.03,8.5,9,7.39,4.34,,12.12,7.9,,6.96,
12/15/15,Minnesota,100,Denver,112,6,3.53,3.2,2.04,4.14,5,4.24,5.3,3.37,6.5,2,3.74,-0.98,,7.09,5.4,,2.77,
12/18/15,Minnesota,99,Sacramento,95,-2,0.06,-0.12,-2.38,1.01,-1.5,0.88,2.8,0.75,3,-3,-5.23,-1.97,,2.86,2.1,4.48,-1.38,
12/23/15,Minnesota,83,San Antonio,108,-11,-10.56,-10.78,-11.05,-10.94,-9.5,-9.27,-9.4,-10.52,-2.5,-15,-15.34,-13.63,,-10.72,-7.5,-1.97,-11.12,
12/26/15,Minnesota,88,Indiana,102,-4.5,-4.13,-3.63,-3.24,-4.11,-5,-3.79,-2.6,-3.67,-3,-5,-4.86,-7.88,,-3.38,-3.7,,-3.74,
